label,cluster_no
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
chickpea,7
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
kidneybeans,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,1
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,1
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,1
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,1
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,1
pigeonpeas,4
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,4
pigeonpeas,1
pigeonpeas,5
pigeonpeas,4
pigeonpeas,1
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,6
pigeonpeas,1
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,4
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,1
mothbeans,4
mothbeans,4
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
mungbean,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
blackgram,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,5
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,5
lentil,1
lentil,1
lentil,5
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,4
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,5
lentil,5
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,5
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
lentil,1
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,1
mango,1
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,1
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
mango,4
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
grapes,2
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
apple,2
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,1
orange,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,1
orange,3
orange,3
orange,3
orange,1
orange,1
orange,3
orange,3
orange,3
orange,3
papaya,6
papaya,1
papaya,1
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,1
papaya,6
papaya,1
papaya,6
papaya,6
papaya,1
papaya,1
papaya,6
papaya,1
papaya,1
papaya,1
papaya,1
papaya,6
papaya,1
papaya,6
papaya,6
papaya,1
papaya,1
papaya,1
papaya,1
papaya,1
papaya,6
papaya,1
papaya,3
papaya,1
papaya,6
papaya,6
papaya,1
papaya,6
papaya,6
papaya,6
papaya,1
papaya,1
papaya,6
papaya,1
papaya,1
papaya,6
papaya,6
papaya,1
papaya,6
papaya,6
papaya,6
papaya,1
papaya,6
papaya,0
papaya,1
papaya,0
papaya,6
papaya,6
papaya,3
papaya,1
papaya,6
papaya,0
papaya,0
papaya,1
papaya,1
papaya,1
papaya,0
papaya,6
papaya,0
papaya,6
papaya,6
papaya,1
papaya,6
papaya,6
papaya,1
papaya,6
papaya,6
papaya,0
papaya,1
papaya,1
papaya,6
papaya,6
papaya,6
papaya,6
papaya,1
papaya,6
papaya,1
papaya,0
papaya,3
papaya,6
papaya,1
papaya,6
papaya,1
papaya,1
papaya,1
papaya,6
papaya,6
papaya,6
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,6
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
jute,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,0
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,0
coffee,0
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,0
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
coffee,6
coffee,6
coffee,6
coffee,0
coffee,6
